268;0;17;24
195;0;17;24
199;0;17;24
207;0;17;30
201;0;17;30
199;0;17;30
195;0;17;36
198;0;17;36
237;0;17;36
198;0;17;42
196;0;17;42
190;0;17;42
199;0;17;48
199;0;17;48
194;0;17;48
193;0;17;54
200;0;17;54
220;0;17;54
198;0;17;24
188;0;17;30
202;0;17;36
193;0;17;42
193;0;17;48
199;0;17;54
194;0;17;60
198;0;17;66
193;0;17;72
194;0;17;78
265;0;17;84
216;0;17;90
203;0;17;96
191;0;17;102
199;0;17;108
194;0;17;114
193;0;17;120
196;0;17;126
191;0;17;132
190;0;17;138
193;0;17;144
192;0;17;150
192;0;17;156
195;0;17;162
195;0;17;168
193;0;17;174
191;0;17;180
201;0;17;186
197;0;17;192
192;0;17;198
191;0;17;204
195;0;17;204
195;0;17;204
191;0;17;204
191;0;17;204
194;0;17;204
193;0;17;204
194;0;17;204
191;0;17;204
211;0;17;204
202;0;17;204
191;0;17;204
198;0;17;204
189;0;17;204
196;0;17;204
200;0;17;204
192;0;17;204
198;0;17;204
195;0;17;204
206;0;17;204
217;0;17;204
188;0;17;24
191;0;17;30
193;0;17;36
202;0;17;42
196;0;17;48
196;0;17;54
199;0;17;60
206;0;17;66
209;0;17;72
195;0;17;24
201;0;17;30
195;0;17;36
194;0;17;42
199;0;17;48
196;0;17;54
212;0;17;60
195;0;17;66
196;0;17;29
191;0;17;35
201;0;17;41
191;0;17;47
205;0;17;53
195;0;17;59
204;0;17;36
193;0;17;42
201;0;17;48
200;0;17;54
210;0;17;60
207;0;17;36
203;0;17;42
203;0;17;48
199;0;17;60
196;0;17;66
199;0;17;72
238;0;17;78
200;0;17;84
193;0;17;90
206;0;18;96
199;0;17;102
193;0;17;108
210;0;17;114
207;0;17;120
281;0;7;36
327;0;9;61
325;0;9;111
328;0;9;235
335;0;10;435
362;0;11;835
405;0;13;1635
430;0;18;3235
290;0;7;36
326;0;9;61
327;0;10;111
348;0;10;235
351;0;11;435
376;0;13;835
437;0;15;1635
444;0;20;3235
536;0;31;6435
