1;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
1;0;0;0
0;0;0;0
1;0;0;0
1;0;0;0
2;0;0;0
2;0;0;0
3;0;0;0
2;0;0;0
2;0;0;0
0;0;0;0
1;0;0;0
1;0;0;0
2;0;0;0
2;0;0;0
5;0;0;0
5;0;0;0
12;0;0;0
12;0;0;0
23;0;0;0
24;0;0;0
48;0;0;0
49;0;0;0
94;0;0;0
90;0;0;0
191;0;0;0
191;0;0;0
384;0;0;0
386;0;0;0
844;0;0;0
740;0;0;0
1566;0;0;0
1954;0;0;0
3156;0;0;0
3044;0;0;0
6294;0;0;0
5995;0;0;0
12507;0;0;0
11567;0;0;0
23357;0;0;0
24284;0;0;0
