196;0;18;23
190;0;18;23
192;0;18;23
203;0;18;61
204;0;18;61
209;0;18;61
211;0;18;137
207;0;18;137
203;0;18;137
218;0;18;289
216;0;18;289
216;0;18;289
223;0;19;593
231;0;19;593
227;0;19;593
248;0;20;1201
251;0;20;1201
250;0;20;1201
289;0;22;2417
282;0;22;2417
287;0;22;2417
302;0;24;4849
306;0;24;4849
301;0;24;4849
361;0;30;9713
350;0;30;9713
352;0;30;9713
438;0;32;19441
427;0;32;19441
432;0;32;19441
580;0;36;38897
585;0;35;38897
575;0;35;38897
841;0;38;77809
861;0;38;77809
860;0;38;77809
1285;0;38;155633
1268;0;38;155633
1272;0;38;155633
1748;0;69;311281
1769;0;69;311281
1751;0;69;311281
2438;0;69;622577
2392;0;134;622577
2399;0;134;622577
3636;0;134;1245169
3602;0;69;1245169
3690;0;134;1245169
6107;0;134;2490353
6127;0;69;2490353
6443;0;134;2490353
11638;0;134;4980721
11645;0;134;4980721
11248;0;134;4980721
21263;0;134;9961457
21657;0;134;9961457
22325;0;134;9961457
43628;0;123;19922929
43601;0;163;19922929
43280;0;134;19922929
85905;0;165;39845873
86826;0;148;39845873
87935;0;159;39845873
170850;0;203;79691761
