264;0;7;23
260;0;7;23
278;0;7;23
311;0;9;49
313;0;9;49
314;0;9;49
315;0;9;101
314;0;9;101
311;0;9;101
315;0;9;205
311;0;9;205
311;0;9;205
325;0;10;413
324;0;10;413
332;0;10;413
338;0;12;829
333;0;11;829
339;0;11;829
357;0;13;1661
355;0;13;1661
359;0;13;1661
399;0;17;3325
399;0;17;3325
400;0;17;3325
483;0;25;6653
484;0;25;6653
473;0;25;6653
613;0;38;13309
614;0;38;13309
610;0;38;13309
809;0;40;26621
812;0;40;26621
810;0;41;26621
1075;0;68;53245
1072;0;70;53245
1068;0;70;53245
1472;0;69;106493
1479;0;69;106493
1469;0;70;106493
2046;0;134;212989
2050;0;134;212989
2053;0;133;212989
2557;0;134;425981
2575;0;134;425981
2574;0;134;425981
3462;0;264;851965
3486;0;264;851965
3558;0;134;851965
5310;0;134;1703933
5263;0;134;1703933
5304;0;134;1703933
9016;0;134;3407869
9180;0;258;3407869
9064;0;264;3407869
16947;0;264;6815741
16591;0;254;6815741
16653;0;254;6815741
31826;0;211;13631485
32511;0;134;13631485
32018;0;264;13631485
63249;0;264;27262973
63679;0;264;27262973
63818;0;134;27262973
128311;0;264;54525949
