361;27;55
366;27;55
345;27;55
360;27;66
349;27;66
352;27;66
349;27;79
355;27;79
354;27;79
360;27;92
359;27;92
359;27;92
357;27;105
354;28;105
352;27;105
355;28;118
353;28;118
359;27;118
364;28;131
363;28;131
364;27;131
358;28;144
361;28;144
366;28;144
371;28;157
373;28;157
376;28;157
362;28;170
362;28;170
364;28;170
375;28;183
362;28;183
358;28;183
371;28;196
358;28;196
364;28;196
372;28;209
381;29;209
366;29;209
372;28;222
372;28;222
370;28;222
379;29;235
379;29;235
379;29;235
390;29;248
379;29;248
389;29;248
380;29;261
378;29;261
377;29;261
384;29;274
382;29;274
382;29;274
383;29;287
383;29;287
380;29;287
387;29;300
387;29;300
388;29;300
388;29;313
385;29;313
381;29;313
387;29;326
390;29;326
406;30;326
387;29;339
394;30;339
388;30;339
388;30;352
391;30;352
388;30;352
392;30;365
389;30;365
408;30;365
383;30;378
395;30;378
388;30;378
394;30;391
397;30;391
399;30;391
395;30;404
386;31;404
390;31;404
398;30;417
397;30;417
391;31;417
392;31;430
401;30;430
397;30;430
392;30;443
399;31;443
393;30;443
397;31;456
396;31;456
402;31;456
389;32;469
393;31;469
403;31;469
394;32;482
396;32;482
411;32;482
397;31;495
403;31;495
389;32;495
407;31;508
410;32;508
396;32;508
395;32;521
416;32;521
398;32;521
406;31;534
399;32;534
395;32;534
415;32;547
401;32;547
399;32;547
408;32;560
393;32;560
409;33;560
406;33;573
397;33;573
408;33;573
413;33;586
400;33;586
400;33;586
412;33;599
400;33;599
404;33;599
398;33;612
406;33;612
403;33;612
410;33;625
404;33;625
408;33;625
405;34;638
396;34;638
419;34;638
407;33;651
399;33;651
406;33;651
409;34;664
400;34;664
419;34;664
408;34;677
406;34;677
397;34;677
418;34;690
422;34;690
410;34;690
402;34;703
414;34;703
413;34;703
407;34;716
397;34;716
403;34;716
406;34;729
412;35;729
408;34;729
415;34;742
412;35;742
417;34;742
408;35;755
415;35;755
417;34;755
412;35;768
416;35;768
428;35;768
410;35;781
414;35;781
408;35;781
408;35;794
416;35;794
405;35;794
404;35;807
420;35;807
432;35;807
431;36;820
422;36;820
421;36;820
421;36;833
404;36;833
412;36;833
426;36;846
428;36;846
409;36;846
410;35;859
411;36;859
429;36;859
422;36;872
419;36;872
428;36;872
420;36;885
424;36;885
415;36;885
431;37;898
424;36;898
423;36;898
421;36;911
425;37;911
421;37;911
411;37;924
427;37;924
434;37;924
414;37;937
424;37;937
428;37;937
428;37;950
424;37;950
424;37;950
427;37;963
416;38;963
428;37;963
431;38;976
414;38;976
430;37;976
425;38;989
424;38;989
418;38;989
431;38;1002
422;38;1002
431;38;1002
434;38;1015
425;38;1015
434;38;1015
415;38;1028
434;38;1028
432;38;1028
418;38;1041
430;38;1041
440;38;1041
431;39;1054
418;39;1054
432;39;1054
432;38;1067
436;38;1067
438;39;1067
423;39;1080
425;39;1080
430;39;1080
430;39;1093
422;39;1093
434;39;1093
432;39;1106
433;39;1106
436;39;1106
427;39;1119
440;39;1119
431;39;1119
424;39;1132
435;39;1132
431;40;1132
425;40;1145
438;40;1145
438;40;1145
450;40;1158
426;40;1158
430;40;1158
435;40;1171
425;40;1171
425;40;1171
438;40;1184
438;40;1184
436;40;1184
440;40;1197
440;40;1197
446;40;1197
440;41;1210
441;40;1210
425;40;1210
441;40;1223
433;41;1223
434;41;1223
443;41;1236
452;41;1236
447;41;1236
448;41;1249
437;41;1249
432;41;1249
442;41;1262
437;41;1262
435;41;1262
449;41;1275
440;42;1275
438;42;1275
444;42;1288
445;41;1288
439;41;1288
449;41;1301
443;42;1301
495;42;1301
456;42;1314
483;42;1314
474;42;1314
439;42;1327
493;42;1327
493;42;1327
458;42;1340
450;42;1340
436;42;1340
448;42;1353
458;43;1353
447;43;1353
